case_id,shape,spacing
BraTS-GLI-02888-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02888-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02893-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02893-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02895-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02895-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02898-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02898-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02899-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02899-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02904-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02904-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02905-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02905-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02907-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02907-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02912-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02912-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02914-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02914-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02915-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02915-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02918-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02918-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02919-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02919-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02922-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02922-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02924-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02924-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02925-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02925-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02928-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02928-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02930-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02930-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02933-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02933-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02937-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02937-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02939-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02939-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02943-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02943-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02944-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02944-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02948-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02948-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02952-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02952-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02953-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02953-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02955-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02955-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02959-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02959-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02960-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02960-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02961-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02961-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02967-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02967-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02970-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02970-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02972-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02972-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02977-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02977-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02978-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02978-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02981-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02981-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02982-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02982-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02984-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02984-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02987-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02987-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02988-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02988-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02989-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02989-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02992-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02992-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02993-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02993-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02996-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-02996-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03000-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03000-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03001-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03001-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03005-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03005-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03006-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03006-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03007-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03007-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03009-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03009-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03015-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03015-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03018-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03018-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03019-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03019-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03023-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03023-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03024-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03024-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03025-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03025-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03027-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03027-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03028-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03028-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03029-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03029-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03031-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03031-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03032-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03032-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03049-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03049-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03051-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03051-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03051-102,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03056-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03056-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03060-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03060-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03060-102,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03061-100,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03061-101,"(182, 218, 182)","(1.0, 1.0, 1.0)"
BraTS-GLI-03061-102,"(182, 218, 182)","(1.0, 1.0, 1.0)"
